anomaly,time_est,eevp,votes_total,share_biden,share_trump,share_other,total_biden,total_trump,total_other,batch_votes,batch_biden,batch_trump,batch_other,note
false,2020-11-04 03:03:09,71,4004947,0.454,0.528,0.018,1818245,2114612,72089,18112,4236,9563,8299,
false,2020-11-04 03:06:04,71,4007034,0.454,0.528,0.018,1819193,2115713,72126,2087,947,1101,37,
true,2020-11-04 03:06:36,71,4016390,0.454,0.529,0.016,1823441,2124670,64262,9356,4247,8956,-7864,Other -7864 votes
false,2020-11-04 03:11:44,71,4021454,0.454,0.529,0.016,1825740,2127349,64343,5064,2299,2678,81,
false,2020-11-04 03:13:35,71,4030157,0.454,0.529,0.016,1829691,2131953,64482,8703,3951,4603,139,
false,2020-11-04 03:20:05,71,4031302,0.454,0.529,0.016,1830211,2132558,64500,1145,519,605,18,
false,2020-11-04 03:20:26,71,4043924,0.454,0.529,0.016,1835941,2139235,64702,12622,5730,6677,201,
false,2020-11-04 03:21:50,72,4071108,0.454,0.528,0.018,1848283,2149545,73279,27184,12341,10309,8577,
true,2020-11-04 03:23:08,72,4072890,0.454,0.529,0.016,1849092,2154558,65166,1782,809,5013,-8113,Other -8113 votes
false,2020-11-04 03:23:51,72,4078144,0.454,0.529,0.016,1851477,2157338,65250,5254,2385,2779,84,
false,2020-11-04 03:25:45,72,4080673,0.454,0.529,0.016,1852625,2158676,65290,2529,1148,1337,40,
false,2020-11-04 03:26:36,72,4080676,0.454,0.529,0.016,1852626,2158677,65290,3,1,1,0,
false,2020-11-04 03:27:47,72,4084863,0.454,0.529,0.016,1854527,2160892,65357,4187,1900,2214,66,
false,2020-11-04 03:33:49,72,4090131,0.454,0.529,0.016,1856919,2163679,65442,5268,2391,2786,84,
false,2020-11-04 03:36:42,72,4090508,0.454,0.529,0.016,1857090,2163878,65448,377,171,199,6,
false,2020-11-04 03:38:32,72,4093329,0.454,0.529,0.016,1858371,2165371,65493,2821,1280,1492,45,
false,2020-11-04 03:43:48,72,4095724,0.454,0.529,0.016,1859458,2166637,65531,2395,1087,1266,38,
false,2020-11-04 03:44:08,72,4097222,0.454,0.529,0.016,1860138,2167430,65555,1498,680,792,23,
false,2020-11-04 03:49:12,72,4100876,0.453,0.529,0.018,1857696,2169363,73815,3654,-2441,1932,8260,
true,2020-11-04 03:50:10,73,4156943,0.46,0.523,0.016,1912193,2174081,66511,56067,54496,4717,-7304,Other -7304 votes
false,2020-11-04 03:50:32,73,4163471,0.46,0.523,0.016,1915196,2177495,66615,6528,3002,3414,104,
false,2020-11-04 03:55:47,74,4166438,0.46,0.523,0.016,1916561,2179047,66663,2967,1364,1551,47,
false,2020-11-04 03:56:08,74,4177229,0.461,0.522,0.016,1925702,2180513,66835,10791,9141,1466,172,
false,2020-11-04 03:57:03,74,4207367,0.463,0.52,0.016,1948010,2187830,67317,30138,22308,7317,482,
false,2020-11-04 04:01:14,75,4224666,0.464,0.519,0.016,1960245,2192601,67594,17299,12234,4770,276,
false,2020-11-04 04:03:30,75,4227799,0.463,0.52,0.016,1957470,2198455,67644,3133,-2774,5853,50,
false,2020-11-04 04:06:48,75,4232157,0.463,0.52,0.016,1959488,2200721,67714,4358,2017,2266,69,
false,2020-11-04 04:08:13,75,4238302,0.463,0.52,0.016,1962333,2203917,67812,6145,2845,3195,98,
false,2020-11-04 04:13:52,75,4243099,0.462,0.52,0.018,1960311,2206411,76375,4797,-2022,2494,8562,
true,2020-11-04 04:15:47,76,4294021,0.464,0.519,0.016,1992425,2228596,68704,50922,32114,22185,-7671,Other -7671 votes
false,2020-11-04 04:18:51,76,4295810,0.464,0.519,0.016,1993255,2229525,68732,1789,830,928,28,
false,2020-11-04 04:20:51,76,4297778,0.463,0.519,0.018,1989871,2230546,77360,1968,-3384,1021,8627,
false,2020-11-04 04:23:48,76,4301386,0.464,0.518,0.018,1995843,2228117,77424,3608,5971,-2428,64,
false,2020-11-04 04:26:49,76,4302594,0.464,0.518,0.018,1996403,2228743,77446,1208,560,625,21,
true,2020-11-04 04:33:46,76,4304501,0.464,0.519,0.016,1997288,2234036,68872,1907,884,5292,-8574,Other -8574 votes
false,2020-11-04 04:37:52,76,4306766,0.464,0.519,0.016,1998339,2235211,68908,2265,1050,1175,36,
false,2020-11-04 04:47:49,77,4344044,0.463,0.519,0.018,2011292,2254558,78192,37278,12952,19347,9284,
true,2020-11-04 04:48:27,77,4345932,0.463,0.52,0.016,2012166,2259884,69534,1888,874,5325,-8657,Other -8657 votes
false,2020-11-04 04:49:03,77,4345950,0.463,0.52,0.016,2012174,2259894,69535,18,8,9,0,
false,2020-11-04 04:53:50,77,4345952,0.463,0.52,0.016,2012175,2259895,69535,2,0,1,0,
false,2020-11-04 04:56:35,77,4354317,0.463,0.519,0.018,2016048,2259890,78377,8365,3872,-4,8842,
false,2020-11-04 04:57:00,77,4365423,0.464,0.518,0.018,2025556,2261289,78577,11106,9507,1398,199,
true,2020-11-04 05:00:46,77,4383872,0.465,0.518,0.016,2038500,2270845,70141,18449,12944,9556,-8435,Other -8435 votes
false,2020-11-04 05:02:08,77,4383922,0.465,0.518,0.016,2038523,2270871,70142,50,23,25,0,
false,2020-11-04 05:03:43,78,4396290,0.465,0.517,0.018,2044274,2272881,79133,12368,5751,2010,8990,
true,2020-11-04 05:11:12,78,4439845,0.467,0.516,0.016,2073407,2290960,71037,43555,29132,18078,-8095,Other -8095 votes
false,2020-11-04 05:14:45,78,4439859,0.467,0.516,0.016,2073414,2290967,71037,14,6,7,0,
false,2020-11-04 05:22:15,78,4442242,0.467,0.516,0.016,2074527,2292196,71075,2383,1112,1229,38,
false,2020-11-04 05:33:48,79,4449514,0.467,0.516,0.016,2077923,2295949,71192,7272,3396,3752,116,
false,2020-11-04 05:35:13,79,4472601,0.468,0.515,0.016,2093177,2303389,71561,23087,15254,7440,369,
false,2020-11-04 05:41:47,79,4487095,0.468,0.514,0.018,2099960,2306366,80767,14494,6783,2977,9206,
false,2020-11-04 05:42:43,79,4498866,0.469,0.514,0.017,2109968,2312417,76480,11771,10007,6050,-4286,
false,2020-11-04 05:47:41,80,4515533,0.469,0.514,0.017,2117784,2320983,76764,16667,7816,8566,283,
false,2020-11-04 05:47:47,80,4517383,0.469,0.514,0.017,2118652,2321934,76795,1850,867,950,31,
false,2020-11-04 05:49:47,80,4525011,0.469,0.514,0.017,2122230,2325855,76925,7628,3577,3920,129,
false,2020-11-04 05:52:55,80,4537220,0.469,0.513,0.018,2127956,2327593,81669,12209,5726,1738,4744,
false,2020-11-04 05:53:51,80,4541303,0.469,0.513,0.018,2129871,2329688,81743,4083,1914,2094,73,
false,2020-11-04 05:56:46,80,4544854,0.47,0.513,0.017,2136081,2331510,77262,3551,6210,1821,-4480,
false,2020-11-04 06:06:48,80,4545797,0.47,0.513,0.017,2136524,2331993,77278,943,443,483,16,
false,2020-11-04 06:08:35,80,4549851,0.47,0.513,0.017,2138429,2334073,77347,4054,1905,2079,68,
false,2020-11-04 06:13:53,80,4552864,0.47,0.513,0.017,2139846,2335619,77398,3013,1416,1545,51,
false,2020-11-04 06:14:33,80,4555784,0.47,0.513,0.017,2141218,2337117,77448,2920,1372,1497,49,
false,2020-11-04 06:14:48,81,4564424,0.47,0.513,0.017,2145279,2341549,77595,8640,4060,4432,146,
false,2020-11-04 06:26:47,81,4565175,0.47,0.513,0.017,2145632,2341934,77607,751,352,385,12,
false,2020-11-04 06:31:48,81,4574555,0.47,0.513,0.017,2150040,2346746,77767,9380,4408,4811,159,
false,2020-11-04 06:31:53,83,4724327,0.485,0.498,0.017,2291298,2352714,80313,149772,141257,5968,2546,
false,2020-11-04 06:52:08,84,4734623,0.485,0.498,0.017,2296292,2357842,80488,10296,4993,5127,175,
false,2020-11-04 07:03:10,84,4752966,0.486,0.498,0.016,2309941,2366977,76047,18343,13649,9134,-4441,
false,2020-11-04 07:08:46,85,4815774,0.487,0.496,0.017,2345281,2388623,81868,62808,35340,21646,5820,
false,2020-11-04 07:12:57,85,4825508,0.487,0.497,0.016,2350022,2398277,77208,9734,4740,9653,-4660,
false,2020-11-04 07:14:51,86,4866279,0.489,0.494,0.017,2379610,2403941,82726,40771,29588,5664,5518,
false,2020-11-04 07:35:25,86,4866299,0.489,0.494,0.017,2379620,2403951,82727,20,9,9,0,
false,2020-11-04 07:36:47,86,4867492,0.489,0.494,0.017,2380203,2404541,82747,1193,583,589,20,
false,2020-11-04 07:44:51,86,4868902,0.489,0.494,0.017,2380893,2405237,82771,1410,689,696,23,
false,2020-11-04 07:49:53,86,4873736,0.489,0.494,0.017,2383256,2407625,82853,4834,2363,2387,82,
false,2020-11-04 08:15:47,86,4874836,0.489,0.494,0.017,2383794,2408168,82872,1100,537,543,18,
false,2020-11-04 08:23:51,86,4883065,0.489,0.494,0.017,2387818,2412234,83012,8229,4023,4065,139,
false,2020-11-04 08:40:52,87,4915925,0.489,0.494,0.017,2403887,2428466,83570,32860,16068,16232,558,
false,2020-11-04 08:54:47,87,4937389,0.489,0.494,0.017,2414383,2439070,83935,21464,10495,10603,364,
false,2020-11-04 08:59:48,88,4963304,0.49,0.493,0.017,2432018,2446908,84376,25915,17635,7838,440,
false,2020-11-04 09:02:47,89,5023632,0.492,0.492,0.016,2471626,2471626,80378,60328,39607,24718,-3998,
false,2020-11-04 09:04:48,89,5025801,0.492,0.492,0.016,2472694,2472694,80412,2169,1067,1067,34,
false,2020-11-04 09:05:48,89,5048379,0.492,0.491,0.017,2483802,2478754,85822,22578,11108,6059,5409,
false,2020-11-04 09:15:15,89,5055174,0.492,0.491,0.017,2487145,2482090,85937,6795,3343,3336,115,
false,2020-11-04 09:15:50,90,5080970,0.493,0.491,0.016,2504918,2494756,81295,25796,17772,12665,-4642,
false,2020-11-04 09:23:48,90,5095176,0.493,0.491,0.016,2511921,2501731,81522,14206,7003,6975,227,
false,2020-11-04 09:45:48,90,5106890,0.493,0.491,0.016,2517696,2507482,81710,11714,5775,5751,187,
false,2020-11-04 10:01:49,90,5107896,0.493,0.491,0.016,2518192,2507976,81726,1006,495,493,16,
false,2020-11-04 10:23:50,90,5108580,0.493,0.491,0.016,2518529,2508312,81737,684,337,335,10,
false,2020-11-04 10:32:50,90,5110614,0.493,0.491,0.016,2519532,2509311,81769,2034,1002,998,32,
false,2020-11-04 10:43:49,90,5112648,0.493,0.491,0.016,2520535,2510310,81802,2034,1002,998,32,
false,2020-11-04 10:58:49,90,5114931,0.493,0.491,0.016,2521660,2511431,81838,2283,1125,1120,36,
false,2020-11-04 11:07:50,90,5121579,0.493,0.491,0.016,2524938,2514695,81945,6648,3277,3264,106,
false,2020-11-04 11:15:42,92,5184544,0.495,0.489,0.016,2566349,2535242,82952,62965,41410,20546,1007,
false,2020-11-04 11:21:48,92,5187059,0.495,0.488,0.017,2567594,2531284,88180,2515,1244,-3957,5227,
false,2020-11-04 11:24:49,92,5201268,0.495,0.489,0.016,2574627,2543420,83220,14209,7033,12135,-4959,
false,2020-11-04 11:30:48,92,5201437,0.495,0.489,0.016,2574711,2543502,83222,169,83,82,2,
false,2020-11-04 11:33:49,92,5207177,0.495,0.489,0.016,2577552,2546309,83314,5740,2841,2806,91,
false,2020-11-04 11:36:13,92,5217543,0.495,0.488,0.017,2582683,2546160,88698,10366,5131,-148,5383,
false,2020-11-04 11:50:47,92,5221380,0.495,0.488,0.017,2584583,2548033,88763,3837,1899,1872,65,
false,2020-11-04 11:53:48,92,5222700,0.495,0.488,0.017,2585236,2548677,88785,1320,653,644,22,
false,2020-11-04 12:00:17,92,5235737,0.495,0.489,0.016,2591689,2560275,83771,13037,6453,11597,-5014,
false,2020-11-04 12:34:13,92,5236020,0.495,0.489,0.016,2591829,2560413,83776,283,140,138,4,
false,2020-11-04 12:38:48,92,5236793,0.495,0.489,0.016,2592212,2560791,83788,773,382,377,12,
false,2020-11-04 12:42:50,93,5252066,0.495,0.489,0.016,2599772,2568260,84033,15273,7560,7468,244,
false,2020-11-04 12:46:49,93,5254215,0.495,0.489,0.016,2600836,2569311,84067,2149,1063,1050,34,
false,2020-11-04 12:53:12,94,5303442,0.496,0.487,0.017,2630507,2582776,90158,49227,29670,13465,6091,
true,2020-11-04 13:23:51,94,5291005,0.496,0.487,0.017,2624338,2576719,89947,-12437,-6168,-6056,-211,"Total -12437 votes, Biden -6168 votes, Trump -6056 votes"
false,2020-11-04 13:26:24,94,5291155,0.496,0.487,0.017,2624412,2576792,89949,150,74,73,2,
false,2020-11-04 14:08:47,94,5291276,0.496,0.487,0.017,2624472,2576851,89951,121,60,58,2,
false,2020-11-04 14:13:49,94,5329650,0.495,0.488,0.017,2638176,2600869,90604,38374,13703,24017,652,
false,2020-11-04 14:28:30,94,5329728,0.495,0.488,0.017,2638215,2600907,90605,78,38,38,1,
false,2020-11-04 15:10:47,94,5331105,0.495,0.488,0.017,2638896,2601579,90628,1377,681,671,23,
false,2020-11-04 15:23:50,94,5335699,0.495,0.488,0.017,2641171,2603821,90706,4594,2274,2241,78,
false,2020-11-04 15:38:47,94,5336392,0.495,0.488,0.017,2641514,2604159,90718,693,343,338,11,
false,2020-11-04 15:55:38,95,5372494,0.498,0.486,0.016,2675502,2611032,85959,36102,33987,6872,-4758,
false,2020-11-04 16:15:13,97,5372494,0.498,0.486,0.016,2675502,2611032,85959,0,0,0,0,
false,2020-11-04 16:37:25,97,5389498,0.498,0.486,0.016,2683970,2619296,86231,17004,8467,8263,272,
false,2020-11-04 18:31:12,97,5395016,0.498,0.485,0.017,2686717,2616582,91715,5518,2747,-2713,5483,
false,2020-11-04 19:02:49,98,5452254,0.501,0.482,0.017,2731579,2627986,92688,57238,44861,11403,973,
false,2020-11-04 19:29:28,99,5472004,0.503,0.481,0.016,2752418,2632033,87552,19750,20838,4047,-5136,
false,2020-11-04 20:39:50,99,5472595,0.503,0.481,0.016,2752715,2632318,87561,591,297,284,9,
false,2020-11-04 22:45:20,99,5493400,0.504,0.48,0.016,2768673,2636832,87894,20805,15958,4513,332,
false,2020-11-05 08:34:44,99,5515817,0.506,0.478,0.016,2791003,2636560,88253,22417,22329,-271,358,
false,2020-11-05 16:23:40,99,5533144,0.505,0.479,0.016,2794237,2650375,88530,17327,3234,13815,277,
false,2020-11-05 20:56:40,99,5533164,0.505,0.479,0.016,2794247,2650385,88530,20,10,9,0,
false,2020-11-06 12:46:36,99,5533185,0.505,0.479,0.016,2794258,2650395,88530,21,10,10,0,
true,2020-11-06 13:11:31,99,5530389,0.505,0.479,0.016,2792846,2649056,88486,-2796,-1411,-1339,-44,Total -2796 votes
false,2020-11-06 13:23:36,99,5530390,0.505,0.479,0.016,2792846,2649056,88486,1,0,0,0,
false,2020-11-09 12:40:41,99,5530391,0.505,0.479,0.016,2792847,2649057,88486,1,0,0,0,
true,2020-11-09 16:42:13,99,5523742,0.505,0.479,0.016,2789489,2645872,88379,-6649,-3357,-3184,-106,Total -6649 votes
false,2020-11-09 18:04:46,99,5531222,0.505,0.479,0.016,2793267,2649455,88499,7480,3777,3582,119,
false,2020-11-10 09:28:10,99,5531232,0.505,0.479,0.016,2793272,2649460,88499,10,5,4,0,
false,2020-11-10 10:11:47,99,5531233,0.505,0.479,0.016,2793272,2649460,88499,1,0,0,0,
false,2020-11-10 17:03:49,99,5531329,0.505,0.479,0.016,2793321,2649506,88501,96,48,45,1,
false,2020-11-12 17:03:58,99,5531882,0.505,0.479,0.016,2793600,2649771,88510,553,279,264,8,
