anomaly,time_est,eevp,votes_total,share_biden,share_trump,share_other,delta_votes,delta_biden,delta_trump,delta_other,note
false,2020-11-10 17:58:47,99,3272413,0.525,0.454,0.02,21,11,9,0,
false,2020-11-10 18:08:46,99,3272417,0.525,0.454,0.02,4,2,1,0,
false,2020-11-10 18:18:46,99,3272424,0.525,0.454,0.02,7,3,3,0,
false,2020-11-10 18:28:46,99,3272428,0.525,0.454,0.02,4,2,1,0,
false,2020-11-10 18:38:47,99,3272439,0.525,0.454,0.02,11,5,4,0,
false,2020-11-10 18:48:46,99,3272442,0.525,0.454,0.02,3,1,1,0,
false,2020-11-10 19:48:46,99,3272443,0.525,0.454,0.02,1,0,0,0,
false,2020-11-10 20:48:45,99,3272451,0.525,0.454,0.02,8,4,3,0,
false,2020-11-11 00:08:58,99,3272461,0.525,0.454,0.02,10,5,4,0,
false,2020-11-11 11:48:52,99,3272463,0.525,0.454,0.02,2,1,0,0,
false,2020-11-11 11:58:45,99,3272464,0.525,0.454,0.02,1,0,0,0,
false,2020-11-11 12:58:50,99,3272465,0.525,0.454,0.02,1,0,0,0,
false,2020-11-11 13:08:46,99,3272466,0.525,0.454,0.02,1,0,0,0,
false,2020-11-11 13:18:45,99,3272469,0.525,0.454,0.02,3,1,1,0,
false,2020-11-12 10:18:51,99,3272470,0.525,0.454,0.02,1,0,0,0,
false,2020-11-12 10:28:46,99,3272473,0.525,0.454,0.02,3,1,1,0,
false,2020-11-12 10:38:46,99,3272476,0.525,0.454,0.02,3,1,1,0,
false,2020-11-12 10:48:46,99,3272479,0.525,0.454,0.02,3,1,1,0,
false,2020-11-12 10:58:46,99,3272485,0.525,0.454,0.02,6,3,2,0,
false,2020-11-12 11:08:46,99,3272487,0.525,0.454,0.02,2,1,0,0,
