anomaly,time_est,eevp,votes_total,share_biden,share_trump,share_other,TotalBiden,TotalTrump,TotalOther,batch_votes,batch_biden,batch_trump,batch_other,note
false,2020-11-04 03:20:12,82,2949370,0.471,0.512,0.017,1389153,1510077,50139,2344,1104,4147,-2907,
false,2020-11-04 03:20:39,82,2951607,0.471,0.512,0.017,1390206,1511222,50177,2237,1053,1145,38,
false,2020-11-04 03:24:29,82,2962349,0.471,0.511,0.018,1395266,1513760,53322,10742,5059,2537,3144,
false,2020-11-04 03:27:35,82,2963214,0.471,0.511,0.018,1395673,1514202,53337,865,407,442,15,
false,2020-11-04 03:32:00,83,3002469,0.473,0.509,0.018,1420167,1528256,54044,39255,24494,14054,706,
false,2020-11-04 04:08:47,84,3008366,0.473,0.509,0.018,1422957,1531258,54150,5897,2789,3001,106,
false,2020-11-04 04:37:04,84,3018212,0.473,0.509,0.018,1427614,1536269,54327,9846,4657,5011,177,
false,2020-11-04 04:42:20,89,3186598,0.493,0.49,0.017,1570992,1561433,54172,168386,143378,25163,-155,
false,2020-11-04 04:46:31,89,3191376,0.493,0.49,0.017,1573348,1563774,54253,4778,2355,2341,81,
false,2020-11-04 04:47:24,89,3194807,0.493,0.49,0.017,1575039,1565455,54311,3431,1691,1681,58,
false,2020-11-04 04:54:17,89,3198294,0.493,0.49,0.017,1576758,1567164,54370,3487,1719,1708,59,
false,2020-11-04 05:00:53,89,3198881,0.493,0.49,0.017,1577048,1567451,54380,587,289,287,9,
false,2020-11-04 05:02:07,89,3202347,0.493,0.49,0.017,1578757,1569150,54439,3466,1708,1698,58,
false,2020-11-04 05:07:31,89,3203733,0.493,0.49,0.017,1579440,1569829,54463,1386,683,679,23,
false,2020-11-04 05:09:41,89,3207446,0.493,0.49,0.017,1581270,1571648,54526,3713,1830,1819,63,
false,2020-11-04 05:10:38,89,3209150,0.493,0.49,0.017,1582110,1572483,54555,1704,840,834,28,
false,2020-11-04 05:15:30,89,3210961,0.493,0.49,0.017,1583003,1573370,54586,1811,892,887,30,
false,2020-11-04 05:25:53,89,3215161,0.493,0.49,0.017,1585074,1575428,54657,4200,2070,2058,71,
false,2020-11-04 05:38:22,89,3217007,0.493,0.49,0.017,1585984,1576333,54689,1846,910,904,31,
false,2020-11-04 06:03:24,89,3218631,0.492,0.49,0.018,1583566,1577129,57935,1624,-2417,795,3246,
false,2020-11-04 07:04:37,91,3265757,0.493,0.49,0.017,1610018,1600220,55517,47126,26451,23091,-2417,
false,2020-11-04 07:16:38,92,3296836,0.495,0.488,0.017,1631933,1608855,56046,31079,21915,8635,528,
false,2020-11-04 12:44:57,99,3297199,0.494,0.488,0.018,1628816,1609033,59349,363,-3117,177,3303,
true,2020-11-04 13:27:01,99,3297134,0.494,0.488,0.018,1628784,1609001,59348,-65,-32,-31,-1,Total -65 votes
false,2020-11-04 13:31:57,99,3297137,0.494,0.488,0.018,1628785,1609002,59348,3,1,1,0,
false,2020-11-05 10:52:13,99,3297408,0.494,0.488,0.018,1628919,1609135,59353,271,133,132,4,
false,2020-11-05 12:35:07,99,3297420,0.494,0.488,0.018,1628925,1609140,59353,12,5,5,0,
false,2020-11-06 15:08:43,99,3297421,0.494,0.488,0.018,1628925,1609141,59353,1,0,0,0,
false,2020-11-06 15:16:38,99,3297471,0.494,0.488,0.018,1628950,1609165,59354,50,24,24,0,
false,2020-11-06 18:02:13,99,3297473,0.494,0.488,0.018,1628951,1609166,59354,2,0,0,0,
false,2020-11-11 19:43:25,99,3297601,0.494,0.488,0.018,1629014,1609229,59356,128,63,62,2,
false,2020-11-11 19:46:17,99,3297605,0.494,0.488,0.018,1629016,1609231,59356,4,1,1,0,
false,2020-11-11 19:49:01,99,3297617,0.494,0.488,0.018,1629022,1609237,59357,12,5,5,0,
true,2020-11-11 19:51:12,99,3297433,0.494,0.488,0.018,1628931,1609147,59353,-184,-90,-89,-3,Total -184 votes
false,2020-11-11 19:52:48,99,3297464,0.494,0.488,0.018,1628947,1609162,59354,31,15,15,0,
false,2020-11-11 19:56:27,99,3297468,0.494,0.488,0.018,1628949,1609164,59354,4,1,1,0,
false,2020-11-11 20:06:32,99,3297470,0.494,0.488,0.018,1628950,1609165,59354,2,0,0,0,
false,2020-11-11 20:14:01,99,3297492,0.494,0.488,0.018,1628961,1609176,59354,22,10,10,0,
false,2020-11-11 20:15:15,99,3297500,0.494,0.488,0.018,1628965,1609180,59354,8,3,3,0,
true,2020-11-11 20:18:43,99,3297229,0.495,0.488,0.017,1632128,1609047,56052,-271,3163,-132,-3302,"Total -271 votes, Other -3302 votes"
true,2020-11-11 20:21:51,99,3297188,0.495,0.488,0.017,1632108,1609027,56052,-41,-20,-20,0,Total -41 votes
true,2020-11-11 20:24:19,99,3297107,0.495,0.488,0.017,1632067,1608988,56050,-81,-40,-39,-1,Total -81 votes
false,2020-11-11 20:26:12,99,3297142,0.495,0.488,0.017,1632085,1609005,56051,35,17,17,0,
true,2020-11-11 20:28:49,99,3296931,0.495,0.488,0.017,1631980,1608902,56047,-211,-104,-102,-3,Total -211 votes
false,2020-11-11 20:30:46,99,3296987,0.495,0.488,0.017,1632008,1608929,56048,56,27,27,0,
false,2020-11-11 20:32:58,99,3297013,0.495,0.488,0.017,1632021,1608942,56049,26,12,12,0,
false,2020-11-11 20:35:20,99,3297272,0.495,0.488,0.017,1632149,1609068,56053,259,128,126,4,
true,2020-11-11 20:35:53,99,3297269,0.495,0.488,0.017,1632148,1609067,56053,-3,-1,-1,0,Total -3 votes
false,2020-11-11 20:42:11,99,3297293,0.495,0.488,0.017,1632160,1609078,56053,24,11,11,0,
false,2020-11-11 20:55:56,99,3297329,0.495,0.488,0.017,1632177,1609096,56054,36,17,17,0,
true,2020-11-11 21:00:25,99,3297327,0.495,0.488,0.017,1632176,1609095,56054,-2,0,0,0,Total -2 votes
true,2020-11-11 21:02:52,99,3297320,0.495,0.488,0.017,1632173,1609092,56054,-7,-3,-3,0,Total -7 votes
false,2020-11-11 21:04:26,99,3297332,0.495,0.488,0.017,1632179,1609098,56054,12,5,5,0,
false,2020-11-11 21:18:25,99,3297341,0.495,0.488,0.017,1632183,1609102,56054,9,4,4,0,
true,2020-11-11 21:28:33,99,3297174,0.495,0.488,0.017,1632101,1609020,56051,-167,-82,-81,-2,Total -167 votes
