time,eevp,votes_total,share_biden,share_trump,share_other,delta_votes,delta_biden,delta_trump,delta_other
2020-11-06T22:48:08Z,91,780925,0.535,0.434,0.03,731,-389,317,21
2020-11-06T23:25:57Z,91,781191,0.535,0.434,0.03,266,142,115,7
2020-11-06T23:47:58Z,91,781596,0.535,0.434,0.03,405,216,175,12
2020-11-07T00:33:35Z,91,782134,0.535,0.434,0.03,538,287,233,16
2020-11-07T01:01:33Z,91,782899,0.535,0.434,0.03,765,409,332,22
2020-11-07T02:07:04Z,91,783760,0.535,0.434,0.03,861,460,373,25
2020-11-07T02:07:19Z,91,783761,0.535,0.434,0.03,1,0,0,0
2020-11-07T02:07:34Z,91,783776,0.535,0.434,0.03,15,8,6,0
2020-11-09T14:08:01Z,91,784112,0.535,0.434,0.03,336,179,145,10
2020-11-10T15:46:31Z,91,784824,0.535,0.435,0.03,712,380,1093,21
2020-11-10T15:49:44Z,91,785537,0.535,0.435,0.03,713,381,310,21
2020-11-10T15:55:02Z,91,786130,0.535,0.435,0.03,593,317,257,17
2020-11-10T19:12:48Z,91,786337,0.535,0.435,0.03,207,110,90,6
