time,eevp,votes_total,share_biden,share_trump,share_other,delta_votes,delta_biden,delta_trump,delta_other
2020-11-04T04:45:41Z,82,1876812,0.366,0.617,0.017,910,333,2437,-1860
2020-11-04T04:49:21Z,83,1877496,0.366,0.616,0.018,684,250,-1455,1889
2020-11-04T04:50:54Z,83,1896051,0.366,0.617,0.017,18555,6791,13325,-1562
2020-11-04T05:01:07Z,83,1897722,0.366,0.616,0.018,1671,611,-866,1926
2020-11-04T05:09:06Z,85,1927419,0.37,0.613,0.017,29697,18578,12511,-1392
2020-11-04T05:10:00Z,86,1949840,0.37,0.613,0.017,22421,8295,13744,381
2020-11-04T05:13:13Z,86,1950935,0.37,0.613,0.017,1095,405,671,18
2020-11-04T05:17:28Z,86,1950936,0.37,0.613,0.017,1,0,0,0
2020-11-04T05:27:24Z,86,1952169,0.37,0.613,0.017,1233,456,755,20
2020-11-04T05:30:34Z,87,1971193,0.369,0.614,0.017,19024,5067,13632,323
2020-11-04T05:37:25Z,91,2071796,0.394,0.589,0.017,100603,88917,9975,1710
2020-11-04T05:47:11Z,92,2100291,0.399,0.584,0.017,28495,21728,6282,484
2020-11-04T06:40:48Z,94,2147313,0.398,0.585,0.017,47022,16614,29608,799
2020-11-04T23:18:53Z,94,2147314,0.398,0.585,0.017,1,0,0,0
2020-11-05T02:20:45Z,99,2147314,0.398,0.585,0.017,0,0,0,0
2020-11-07T11:15:46Z,99,2147395,0.398,0.585,0.017,81,32,47,1
2020-11-10T11:16:16Z,99,2147817,0.398,0.585,0.017,422,167,246,7
2020-11-10T19:46:01Z,99,2148062,0.399,0.585,0.016,245,2245,143,-2143
